verb	freq	adv_continuous	adv_evaluation	adv_manner	adv_temporal	for_pp	fut	in_pp	neg	noSubj	past	perfect	present	progressive	prt
re-shuffled	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1
re-shuffles	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-sign	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-signed	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-signing	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-signs	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-singing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-sit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-slot	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-smelting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-sodded	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-sold	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1
re-stabilize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-stabilizing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-stablize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-staff	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-staffing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-stage	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-staged	1	1	1	1	1	1	3	1	1	3	3	1	1	1	1
re-stared	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-start	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-started	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1
re-starting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-starts	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-state	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
re-stated	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-states	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-stating	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-stock	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-stocking	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-stoked	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-strategize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-stressed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-stringing	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1
re-structure	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-structured	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-structuring	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-strung	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-studied	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-study	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-submit	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-submits	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-submitted	1	1	1	1	1	1	1	1	1	3	4	3	1	1	1
re-submitting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-subpoenaed	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-summon	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-summoned	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
re-supplied	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
re-supply	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-supported	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-surface	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-surfaced	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
re-surfacing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-table	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-tabled	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-tabling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-tailored	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-take	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-taken	1	1	1	1	1	1	1	1	1	2	1	4	4	1	1
re-takes	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-taking	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-target	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-taxing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-teach	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
re-tender	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-test	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-tested	1	1	1	1	1	1	1	1	1	3	5	3	1	1	1
re-testing	1	1	1	1	3	1	1	1	1	5	1	1	1	1	1
re-tests	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-think	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-thinking	1	1	1	1	1	1	1	1	1	3	3	1	1	3	1
re-thought	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-tie	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-titled	1	1	1	1	1	1	3	1	1	5	1	3	3	1	1
re-took	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
re-tool	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-tooling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-trace	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-train	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-trained	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-training	1	1	1	1	1	1	1	1	1	4	2	1	1	2	1
re-transmit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-transmitted	1	1	1	1	1	1	1	1	1	3	5	1	1	1	1
re-treat	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-trench	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-tried	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-try	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-trying	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-tuned	1	1	1	1	1	1	1	1	1	1	5	3	1	1	1
re-turf	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-turning	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-underlined	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-understanding	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-unified	1	1	1	1	1	1	2	1	1	4	2	1	1	1	1
re-unify	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-unifying	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-unite	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-united	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
re-unites	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-uniting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-upped	1	1	1	1	1	5	1	1	1	5	5	1	1	1	1
re-upsurged	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-urged	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-use	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-utilized	1	1	1	1	1	1	1	1	1	5	5	1	1	5	1
re-valued	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-values	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-vamp	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-vamped	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-varnished	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-visit	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-visited	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-visiting	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1
re-visits	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-vitalise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-vitalize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-vitalized	1	1	1	1	1	1	1	1	1	5	1	1	5	5	1
re-vitalizing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-vote	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-voting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-weave	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-weighing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-weight	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-weighted	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-weighting	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1
re-welded	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-winning	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-wired	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-worded	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-work	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-worked	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
re-working	1	1	1	1	4	1	1	1	1	1	1	1	5	5	1
re-wound	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
re-write	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-writes	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-writing	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1
re-written	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-wrote	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re2	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re4	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re6	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re67	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re7	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
rea	1	1	1	1	1	1	1	1	3	3	1	3	3	1	1
reaach	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaaffirm	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaassure	1	1	1	1	1	1	1	1	1	5	1	1	3	3	1
reabsorb	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaccelerate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
reacclimate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaccredit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaccreditate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reace	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1
reacehd	1	1	1	1	1	1	1	1	5	1	1	5	5	1	1
reach	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reachable	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
reache	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
reachede	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reachedt	1	1	1	1	1	1	1	5	1	1	5	1	1	1	1
reachj	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
reachof	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reachthe	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reacn	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
reacquaint	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
reacquire	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
reacst	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
react	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
reacte	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaction	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1
reactionary	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
reactivate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
reactivation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reactive	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reactiviate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reactivitate	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1
reactor	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
reacvh	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
read	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
readapt	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
readdress	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1
readier	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
readily	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
readiness	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
readinesss	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
readj	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
readjourn	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
readjudicate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
readjust	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
readjustment	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
readmission	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
readmit	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
readmmit	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
readopt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
readvertise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
readvertize	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
readxxx	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ready	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1
ready-to-serve	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ready-to-wear	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ready3vo	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
readymade	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaffairm	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reaffime	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
reaffire	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reaffirm	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
reaffirmation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaffirmd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reafforest	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1
reafforestate	1	1	1	1	1	1	1	1	1	5	1	1	5	5	1
reaffrime	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reafirm	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1
reagard	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reagent	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reaggravate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reaggrivate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reagh	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reah	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reahce	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
reajust	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reajustment	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reak	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
real	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
real-time	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
realase	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
realease	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
realign	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
realignment	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
realisable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
realisation	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
realise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
realist	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
realistic	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
realistically	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
reality	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
realizable	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
realize	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
realle	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reallign	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reallize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reallocate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
really	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
realpolitik	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
realt	1	1	1	1	1	1	1	1	5	5	5	5	1	1	1
realy	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
reamain	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
reamin	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
reamine	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
reamy	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reanchai	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reanimate	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
reank	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reap	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reapear	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
reappeal	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
reappear	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
reapply	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
reappoint	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
reapportion	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
reapppoint	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
reappraisal	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
reappraise	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
reapprise	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reapproach	1	1	1	1	4	1	1	1	1	5	1	1	1	1	1
reapprove	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
reapt	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
reaptriate	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
reaqch	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
rear	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
rear-ended	1	1	1	1	1	1	1	1	1	2	5	1	1	1	1
rear-ending	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rear-projected	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
rearend	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
rearguard	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
rearline	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rearm	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
rearrange	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
rearrest	1	1	1	1	1	1	1	1	1	4	3	3	1	1	1
rearticulate	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
rearward	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reasearch	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reasert	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reasess	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reason	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
reasonable	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
reasonably	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reaspond	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reass	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
reassemble	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
reassert	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reassess	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
reasset	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
reassign	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
reassimilate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reassinge	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reasssure	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reassume	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reassurance	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
reassure	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
reasur	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1
reasure	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
reat	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1
reatine	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
reatreate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reattach	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
reattch	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reattempt	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
reattribute	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
reaty	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reault	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reauthorise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reauthorize	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
reawade	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reawaken	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
reaward	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reawoke	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reawoken	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
reax	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reba	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebadge	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
rebag	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
rebalance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebale	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reballast	1	1	1	1	1	1	1	1	1	5	3	1	1	1	1
reballot	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reballote	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebaptise	1	1	1	1	1	1	1	1	1	4	1	3	3	1	1
rebaptize	1	1	1	1	1	1	1	1	1	4	5	4	1	1	1
rebar	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
rebase	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
rebate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	3
rebatement	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebecca	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
rebel	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
rebel-held	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
rebel-related	1	1	1	1	1	1	1	1	5	5	5	5	1	1	1
rebelan	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
rebelious	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
rebellin	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebellion	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2
rebellious	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebid	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebind	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
rebirth	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
rebirthe	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
reblock	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reboard	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
reboke	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebook	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reboost	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
reboot	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reborn	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
rebouble	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reboud	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reboun	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
rebounce	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
rebound	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
rebounder	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
reboundyjg	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
rebrand	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
rebroadcast	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
rebuf	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
rebuff	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
rebuid	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebuild	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
rebuilt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebuke	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
rebulid	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
reburial	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rebury	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
rebut	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
rebute	1	1	1	1	1	1	1	1	1	3	3	1	1	3	1
rebutt	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
rebuy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
rec	1	1	1	1	1	1	3	1	1	5	1	1	3	1	1
recah	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recahe	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
recalcitrant	1	1	1	1	1	1	1	1	1	4	1	1	4	3	1
recalculate	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
recalibrate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recall	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
recalutate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recamp	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recant	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
recap	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
recapitalise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recapitalize	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
recapitulate	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
recapture	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1
recarpet	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recarve	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
recast	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
recatch	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recategorize	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
recatergorize	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
recativate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
recber	1	1	1	1	1	1	1	1	1	1	1	5	5	1	5
recceive	1	1	1	1	1	1	5	1	5	1	1	1	1	1	1
recch	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
