"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_belles_lettres"	"2351"	"accept"	"Most scholars , while willing to accept a survival ( revival ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"2352"	"accept"	"Why won't you accept facts ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2353"	"accept"	"But an official statement adopted by the 33-man Emory board at its annual meeting Friday noted that state taxing requirements at present are a roadblock to accepting Negroes ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"2354"	"accept"	"Furthermore , as an encouragement to revisionist thinking , it manifestly is fair to admit that any fraternity has a constitutional right to refuse to accept persons it dislikes ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2355"	"accept"	"Neither had a choice other than to accept the invitation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2356"	"accept"	"In both the farmer's tale in Ralph Ellison's Invisible Man and in Thomas Mann's The Holy Sinner , the incest hero rises above the myth by accepting the wish as motive ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2357"	"accept"	"However , the Federal Court held that since the State had accepted the provisions of the Wagner-Peyser Act into its own Code , and presumably therefore also the regulations , it was now a State matter ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2358"	"accept"	"Emory University's Board of Trustees announced Friday that it was prepared to accept students of any race as soon as the state's tax laws made such a step possible ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"2359"	"accept"	"The Peace Corps should not pay the expenses of a wife or family , unless the wife is also accepted for full-time Peace Corps work on the same project ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2360"	"accept"	"That John Locke's philosophy of the social contract fathered the American Revolution with its Declaration of Independence , I believe , we generally accept ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"2361"	"accept"	"they accepted a job primarily because it was available , convenient , and paid reasonably ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2362"	"accept"	"Nevertheless , nationalism and sovereignty are reputed , in the accepted wisdom , to describe the modern world ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"2363"	"accept"	"I doubt , for example , that , 3 months before the leadership began to talk about what came to be the Marshall plan , any public-opinion expert would have said that the country would have accepted such proposals ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2364"	"accept"	"The inclination here is to accept a de facto cease-fire in Laos , rather than continue to insist on a verification of the cease-fire by the international control commission before participating in the Geneva conference ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2365"	"accept"	"The growers have strenuously argued that I should have accepted the Superior Court decisions as conclusive and issued statewide instructions to our staff to ignore this provision in the Secretary's Regulation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2366"	"accept"	"I accepted her crossed eyes as she accepted my childishness ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_humor"	"2367"	"accept"	"It seemed that I would be the gainer if I accepted the peace and quiet , instead of carrying out my threats ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2368"	"accept"	"Bienville , who returned to succeed Perier in 1732 , objected that the merchants would not accept the responsibility of managing a trade in which they could see no hope of profits ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2369"	"accept"	"In each city civic and education leaders have been working hard to get public opinion prepared to accept the inevitability of equal treatment ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2370"	"accept"	"Then , after overtures to accept a settlement and go through with a divorce , Miriam gave a ghastly echo of Mrs. Micawber by suddenly stating , `` I will never leave Mr. Wright '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"2371"	"accept"	"So Linda Kay gave up asking , and accepted her reprieve ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"2372"	"accept"	"Eugene offered Harold his car , to use at any time he cared to , and when this offer was not accepted , the armchair creaked ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2373"	"accept"	"Everyone is more or less sceptical and virtually no one has been willing to accept Lappenberg or Kemble's position on that point ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"2374"	"accept"	"Stanley had filled out the return and because , when he was finished , it was close to the lunch hour , he had politely asked Kitti to join him , never expecting her to accept ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2375"	"accept"	"Varani has been fired on charges of accepting gifts from the contractor ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2376"	"accept"	"Scientists who agitate hardest for technical recognition are often the most reluctant to accept it ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2377"	"accept"	"Sarason et al present evidence that the anxious child will suffer in the test-like situation , and that his performance will be impaired unless he receives supporting and accepting treatment from the teacher ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2378"	"accept"	"He said that the architect might reasonably be expected to carry his financial burdens if all harrassment could be brought to an end , and that the bank would accept a mortgage on Taliesin to help bring this about ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2379"	"accept"	"Years later , franks-in-buns were accepted as the `` first to go '' at the New York Polo Grounds ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2380"	"accept"	"If Mrs. Wright doesn't accept the terms in the morning , I'll go either to Tokyo or to Holland , to do what I can ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2381"	"accept"	"The inclination was to accept the statement that there would be no formal negotiations ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2382"	"accept"	"A valid American driving license is accepted in all countries except Portugal , Spain , Yugoslavia and Eastern Europe ."	"STATIVEHABITUAL"	"STATIVE"	"BOTH"
"brown_learned"	"2383"	"accept"	"General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away , and try to have a few punished ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2384"	"accept"	"He claims , too , that his political convictions are simply those which are called `` Revolution Principles '' and which are accepted by moderate men in both parties ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"2385"	"accept"	"Gorham refused to accept money for slave property , but did he realize how much expense and trouble the transportation of his Negroes to the North involved ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"2386"	"accept"	"This work gave a heat of formation of aluminum fluoride which closely substantiates a value which had been determined by a less direct method , and raises this property to 15 percent above that accepted a few years ago ."	"STATIVE"	"CONTEXT"	"BOTH"
"brown_belles_lettres"	"2387"	"accept"	"He accepts the accidents of his brushwork because they provide evidence of the vitality of the experience of creation ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_religion"	"2388"	"accept"	"I do not accept that the choice is between capitulation and the certainty of nuclear war '' ."	"BOTH"	"BOTH"	"BOTH"
"brown_belles_lettres"	"2389"	"accept"	"A `` concert of free nations '' should take its inspiration from the traditions of the nineteenth century Concert of Europe with its common values and accepted `` rules of the game '' ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2390"	"accept"	"The difference is that Horace accepted his theme with a kind of silken assurance ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_lore"	"2391"	"accept"	"Few new writers have their first story accepted , so they tell me ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2392"	"accept"	"Why did the Belgians grant independence to a colony so manifestly unprepared to accept it ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"2393"	"accept"	"The enormity of what Conrad had told him made it impossible for Gilborn to accept , with any degree of realism , the actuality of it ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"2394"	"accept"	"One by one , these errors were discussed and one by one he rejected accepting them as errors ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2395"	"accept"	"When Partisan and Kenyon set up shop , Mencken was still accepted as an arbiter of taste ( remember Hergesheimer ? ?"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"2396"	"accept"	"The focus of novelty in this world now lay in the south-eastern districts of the Greek mainland , and by 800 virtually the entire Aegean , always excepting its northern shores , had accepted the Geometric style of pottery ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2397"	"accept"	"William A. Martinelli , chairman of the Citizens Group of Johnston , transferred the petitions from his left hand to his right hand after the council voted to accept them at the suggestion of Council President Raymond Fortin Sr. ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2398"	"accept"	"Katherine Douglas King '' The invitation was accepted and other letters followed , in which she spoke of her concern for his health and her delight in seeing him so much at home among the crippled children she served ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"2399"	"accept"	"`` I am consciously prepared to run the continued risk of ' race suicide by accident ' rather than accept the alternative certainty of race slavery by design ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_government"	"2400"	"accept"	"The location of the latter now is determined for tax purposes at the time of registration , and it is now accepted practice to consider a motor vehicle as being situated where it is garaged ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"2401"	"accept"	"It is an accepted juridical principle in California that a Superior Court decision does not constitute a binding legal precedent ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"2402"	"accept"	"This agency accepted responsibility for medical services to a population ranging from 638,560 persons in 1941 to 840,503 in 1956 in the Kwango District and adjacent areas east of Leopoldville ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"2403"	"accept"	"Hence , if what is in question is whether in a given theology myth is or is not completely rejected , it is unimportant whether only a little bit of myth or a considerable quantity is accepted ; ;"	"DYNAMIC"	"CONTEXT"	"BOTH"
"brown_mystery"	"2404"	"accept"	"On the second landing he paused to look for Docherty , didn't see him , and accepted a glass of champagne ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2405"	"accept"	"O'Banion accepted his platinum watch and the tributes to his loyalty , and proceeded with the bigger and better Republican deal ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_science_fiction"	"2406"	"accept"	"The glorious news had been held up pending Heavenly confirmation of the elevation of a new Supreme Bishop , Huey Short -- a candidate accepted by the Boone faction after lots had been cast repeatedly ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2407"	"accept"	"The inference has been too widely accepted that because the Communists have succeeded in building barricades across Berlin the free world must acquiesce in dismemberment of that living city ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_news"	"2408"	"accept"	"U. S. willingness to accept a neutral Laos may have led Premier Khrushchev to believe that other areas could be `` neutralized '' on Soviet terms ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2409"	"accept"	"Benington recalled that he once told Hartweger that he doubted Gordon would ever play much for him because he seemed to be lacking in all of the accepted basketball skills ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"2410"	"accept"	"In 1936 he accepted the leadership of the Berlin Kulturbund ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_fiction"	"2411"	"accept"	"You know the law : if you lose the debate after accepting a challenge , you will be banished '' ! !"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2412"	"accept"	"He accepted the environment of his destiny -- took root and grew to fulfill the stature of his early promise ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2413"	"accept"	"Money for its construction will be sought later on but in the meantime the State Hospital board can accept gifts and donations of a site ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2414"	"accept"	"Yet after long and earnest discussion Stalin accepted the Curzon Line and even agreed voluntarily that there should be digressions from that line of five to eight kilometers in favor of Poland in some regions ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2415"	"accept"	"They were not yet prepared to accept it as irremediable ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"2416"	"accept"	"Slocum made his reconnaissanace the next morning , found the town empty , accepted the surrender of the mayor and occupied the city a little before noon ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2417"	"accept"	"But when former Gov. Marvin Griffin and Lt. Gov. Byrd accepted the invitations of the Georgia State Chamber of Commerce to join the tour next November , the situation was aggravated ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2418"	"accept"	"We suggested this Class in the horse world and it was accepted immediately and included in the programs of horse shows ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2419"	"accept"	"( This patient , in actuality , was a neurasthenic who had almost come to the point of accepting the fact that it was not her soma but her psyche that was the cause of her difficulty ."	"DYNAMIC"	"STATIVE"	"BOTH"
